image,masks,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9
322.jpg,322.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
323.jpg,323.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
324.jpg,324.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
325.jpg,325.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
326.jpg,326.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
327.jpg,327.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
328.jpg,328.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
329.jpg,329.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
33.jpg,33.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
330.jpg,330.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
331.jpg,331.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
332.jpg,332.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
333.jpg,333.png,,polyp,medium polyp,one polyp,"polyp, located in bottom of the image",one medium polyp,"medium polyp, located in bottom of the image","one polyp, located in bottom of the image","one medium polyp, located in bottom of the image","['one medium polyp which is a projecting growth of tissue located in bottom of the image', 'one medium polyp which is often a bumpy flesh in rectum located in bottom of the image', 'one medium polyp which is a small lump in the lining of colon located in bottom of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in bottom of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom of the image']"
334.jpg,334.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
335.jpg,335.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
336.jpg,336.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
337.jpg,337.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
338.jpg,338.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
339.jpg,339.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
34.jpg,34.png,,polyp,medium polyp,one polyp,"polyp, located in bottom of the image",one medium polyp,"medium polyp, located in bottom of the image","one polyp, located in bottom of the image","one medium polyp, located in bottom of the image","['one medium polyp which is a projecting growth of tissue located in bottom of the image', 'one medium polyp which is often a bumpy flesh in rectum located in bottom of the image', 'one medium polyp which is a small lump in the lining of colon located in bottom of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in bottom of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom of the image']"
340.jpg,340.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
341.jpg,341.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
342.jpg,342.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
343.jpg,343.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
344.jpg,344.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
345.jpg,345.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
346.jpg,346.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
347.jpg,347.png,,polyp,small polyp,one polyp,"polyp, located in top of the image",one small polyp,"small polyp, located in top of the image","one polyp, located in top of the image","one small polyp, located in top of the image","['one small polyp which is a projecting growth of tissue located in top of the image', 'one small polyp which is often a bumpy flesh in rectum located in top of the image', 'one small polyp which is a small lump in the lining of colon located in top of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
348.jpg,348.png,,polyp,small polyp,one polyp,"polyp, located in top left of the image",one small polyp,"small polyp, located in top left of the image","one polyp, located in top left of the image","one small polyp, located in top left of the image","['one small polyp which is a projecting growth of tissue located in top left of the image', 'one small polyp which is often a bumpy flesh in rectum located in top left of the image', 'one small polyp which is a small lump in the lining of colon located in top left of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top left of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top left of the image']"
349.jpg,349.png,,polyp,small polyp,one polyp,"polyp, located in left of the image",one small polyp,"small polyp, located in left of the image","one polyp, located in left of the image","one small polyp, located in left of the image","['one small polyp which is a projecting growth of tissue located in left of the image', 'one small polyp which is often a bumpy flesh in rectum located in left of the image', 'one small polyp which is a small lump in the lining of colon located in left of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in left of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in left of the image']"
35.jpg,35.png,,polyp,medium polyp,one polyp,"polyp, located in right of the image",one medium polyp,"medium polyp, located in right of the image","one polyp, located in right of the image","one medium polyp, located in right of the image","['one medium polyp which is a projecting growth of tissue located in right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in right of the image', 'one medium polyp which is a small lump in the lining of colon located in right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
350.jpg,350.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
351.jpg,351.png,,polyp,medium polyp,two polyp,"polyp, located in center, left of the image",two medium polyp,"medium polyp, located in center, left of the image","two polyp, located in center, left of the image","two medium polyp, located in center, left of the image","['two medium polyp which is a projecting growth of tissue located in center, left of the image', 'two medium polyp which is often a bumpy flesh in rectum located in center, left of the image', 'two medium polyp which is a small lump in the lining of colon located in center, left of the image', 'two medium polyp which is a tissue growth that often resemble mushroom like stalks located in center, left of the image', 'two medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center, left of the image']"
352.jpg,352.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
353.jpg,353.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
354.jpg,354.png,,polyp,small polyp,one polyp,"polyp, located in top of the image",one small polyp,"small polyp, located in top of the image","one polyp, located in top of the image","one small polyp, located in top of the image","['one small polyp which is a projecting growth of tissue located in top of the image', 'one small polyp which is often a bumpy flesh in rectum located in top of the image', 'one small polyp which is a small lump in the lining of colon located in top of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
355.jpg,355.png,,polyp,medium polyp,two polyp,"polyp, located in top, bottom right of the image",two medium polyp,"medium polyp, located in top, bottom right of the image","two polyp, located in top, bottom right of the image","two medium polyp, located in top, bottom right of the image","['two medium polyp which is a projecting growth of tissue located in top, bottom right of the image', 'two medium polyp which is often a bumpy flesh in rectum located in top, bottom right of the image', 'two medium polyp which is a small lump in the lining of colon located in top, bottom right of the image', 'two medium polyp which is a tissue growth that often resemble mushroom like stalks located in top, bottom right of the image', 'two medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top, bottom right of the image']"
356.jpg,356.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
357.jpg,357.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
358.jpg,358.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
359.jpg,359.png,,polyp,large polyp,one polyp,"polyp, located in center of the image",one large polyp,"large polyp, located in center of the image","one polyp, located in center of the image","one large polyp, located in center of the image","['one large polyp which is a projecting growth of tissue located in center of the image', 'one large polyp which is often a bumpy flesh in rectum located in center of the image', 'one large polyp which is a small lump in the lining of colon located in center of the image', 'one large polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one large polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
36.jpg,36.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
360.jpg,360.png,,polyp,medium polyp,one polyp,"polyp, located in top of the image",one medium polyp,"medium polyp, located in top of the image","one polyp, located in top of the image","one medium polyp, located in top of the image","['one medium polyp which is a projecting growth of tissue located in top of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top of the image', 'one medium polyp which is a small lump in the lining of colon located in top of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top of the image']"
361.jpg,361.png,,polyp,small polyp,one polyp,"polyp, located in bottom of the image",one small polyp,"small polyp, located in bottom of the image","one polyp, located in bottom of the image","one small polyp, located in bottom of the image","['one small polyp which is a projecting growth of tissue located in bottom of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom of the image', 'one small polyp which is a small lump in the lining of colon located in bottom of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom of the image']"
362.jpg,362.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
363.jpg,363.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
364.jpg,364.png,,polyp,medium polyp,one polyp,"polyp, located in top right of the image",one medium polyp,"medium polyp, located in top right of the image","one polyp, located in top right of the image","one medium polyp, located in top right of the image","['one medium polyp which is a projecting growth of tissue located in top right of the image', 'one medium polyp which is often a bumpy flesh in rectum located in top right of the image', 'one medium polyp which is a small lump in the lining of colon located in top right of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in top right of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top right of the image']"
365.jpg,365.png,,polyp,medium polyp,two polyp,"polyp, located in top, center of the image",two medium polyp,"medium polyp, located in top, center of the image","two polyp, located in top, center of the image","two medium polyp, located in top, center of the image","['two medium polyp which is a projecting growth of tissue located in top, center of the image', 'two medium polyp which is often a bumpy flesh in rectum located in top, center of the image', 'two medium polyp which is a small lump in the lining of colon located in top, center of the image', 'two medium polyp which is a tissue growth that often resemble mushroom like stalks located in top, center of the image', 'two medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in top, center of the image']"
366.jpg,366.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
367.jpg,367.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
368.jpg,368.png,,polyp,small polyp,one polyp,"polyp, located in right of the image",one small polyp,"small polyp, located in right of the image","one polyp, located in right of the image","one small polyp, located in right of the image","['one small polyp which is a projecting growth of tissue located in right of the image', 'one small polyp which is often a bumpy flesh in rectum located in right of the image', 'one small polyp which is a small lump in the lining of colon located in right of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in right of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in right of the image']"
369.jpg,369.png,,polyp,small polyp,one polyp,"polyp, located in center of the image",one small polyp,"small polyp, located in center of the image","one polyp, located in center of the image","one small polyp, located in center of the image","['one small polyp which is a projecting growth of tissue located in center of the image', 'one small polyp which is often a bumpy flesh in rectum located in center of the image', 'one small polyp which is a small lump in the lining of colon located in center of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
37.jpg,37.png,,polyp,small polyp,one polyp,"polyp, located in bottom of the image",one small polyp,"small polyp, located in bottom of the image","one polyp, located in bottom of the image","one small polyp, located in bottom of the image","['one small polyp which is a projecting growth of tissue located in bottom of the image', 'one small polyp which is often a bumpy flesh in rectum located in bottom of the image', 'one small polyp which is a small lump in the lining of colon located in bottom of the image', 'one small polyp which is a tissue growth that often resemble mushroom like stalks located in bottom of the image', 'one small polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in bottom of the image']"
370.jpg,370.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
371.jpg,371.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
372.jpg,372.png,,polyp,medium polyp,one polyp,"polyp, located in center of the image",one medium polyp,"medium polyp, located in center of the image","one polyp, located in center of the image","one medium polyp, located in center of the image","['one medium polyp which is a projecting growth of tissue located in center of the image', 'one medium polyp which is often a bumpy flesh in rectum located in center of the image', 'one medium polyp which is a small lump in the lining of colon located in center of the image', 'one medium polyp which is a tissue growth that often resemble mushroom like stalks located in center of the image', 'one medium polyp which is an abnormal growth of tissues projecting from a mucuos membrane located in center of the image']"
